timestamp;maquina;tipo_maquina;modo_operacion;temperatura [ºC;vibracion [mm/s];presion [bar];rpm_motor [rpm];horas_funcionamiento [h];dias_desde_mantenimiento [días
13/01/2025 6:00;MCH_01;bomba;intermitente;78.46;1.61;26.27;1405.35;209;26
13/01/2025 7:00;MCH_01;bomba;intermitente;75.21;1.41;27.68;1430.11;209;27
13/01/2025 8:00;MCH_01;bomba;intermitente;74.82;1.29;26.14;1450.61;210;28
13/01/2025 9:00;MCH_01;bomba;intermitente;77.66;1.11;28.85;1461.93;210;29
13/01/2025 10:00;MCH_01;bomba;intermitente;75.65;1.28;27.4;1629.05;211;30
13/01/2025 11:00;MCH_01;bomba;intermitente;80.19;2.05;26.89;1325.25;212;31
13/01/2025 12:00;MCH_01;bomba;intermitente;75.87;1.36;34.27;1324.14;213;32
13/01/2025 13:00;MCH_01;bomba;intermitente;75.15;1.43;32.95;1368.03;214;33
13/01/2025 14:00;MCH_01;bomba;intermitente;74.93;1.26;24.47;1553.72;214;34
13/01/2025 15:00;MCH_01;bomba;intermitente;75.8;1.49;27.37;1611.43;214;35
13/01/2025 16:00;MCH_01;bomba;intermitente;68.66;1.93;30.24;1334.95;215;36
13/01/2025 17:00;MCH_01;bomba;intermitente;77.65;1.08;28.45;1454.68;216;37
13/01/2025 18:00;MCH_01;bomba;intermitente;73.92;1.22;28.82;1430.93;217;38
13/01/2025 19:00;MCH_01;bomba;intermitente;75.55;2.09;24.02;1419.01;218;39
13/01/2025 20:00;MCH_01;bomba;intermitente;76.84;1.03;27.33;1273.36;218;40
13/01/2025 21:00;MCH_01;bomba;intermitente;75.66;1.33;30.09;1349.68;219;41
13/01/2025 22:00;MCH_01;bomba;intermitente;70.37;2.12;26.15;1358.31;220;42
13/01/2025 23:00;MCH_01;bomba;intermitente;77.53;1.22;28.36;1472.53;221;43
14/01/2025 0:00;MCH_01;bomba;intermitente;79.04;1.49;25.85;1638.15;222;44
14/01/2025 1:00;MCH_01;bomba;intermitente;75.71;0.9;25.23;1560.16;223;45
14/01/2025 2:00;MCH_01;bomba;intermitente;73.69;1.88;26.23;1338.67;223;46
14/01/2025 3:00;MCH_01;bomba;intermitente;76.5;0.7;27.04;1444.08;224;47
14/01/2025 4:00;MCH_01;bomba;intermitente;72.67;1.78;22.22;1421.76;224;48
14/01/2025 5:00;MCH_01;bomba;intermitente;70.01;1.99;27.92;1267.34;224;49
14/01/2025 6:00;MCH_01;bomba;intermitente;75.54;1.36;28.64;1348.1;224;50
14/01/2025 7:00;MCH_01;bomba;intermitente;73.86;1.63;31.32;1455.72;224;51
14/01/2025 8:00;MCH_01;bomba;intermitente;70.37;1.31;28.26;1446.64;225;52
14/01/2025 9:00;MCH_01;bomba;intermitente;76.38;1.57;27.32;1540.37;226;53
14/01/2025 10:00;MCH_01;bomba;intermitente;73.57;1.87;30.47;1554.45;227;54
14/01/2025 11:00;MCH_01;bomba;intermitente;78.61;1.7;28.61;1492.09;228;55
14/01/2025 12:00;MCH_01;bomba;intermitente;74.52;1.23;27.27;1469.44;228;56
14/01/2025 13:00;MCH_01;bomba;intermitente;74.31;1.36;27.26;1578.81;229;57
14/01/2025 14:00;MCH_01;bomba;intermitente;75.24;1.49;28.27;1611.5;229;58
14/01/2025 15:00;MCH_01;bomba;intermitente;74.19;1.5;25.82;1632.08;230;59
14/01/2025 16:00;MCH_01;bomba;intermitente;73.98;1.87;31.1;1474.69;230;60
14/01/2025 17:00;MCH_01;bomba;intermitente;70.34;1.57;25.76;1320.36;230;61
14/01/2025 18:00;MCH_01;bomba;intermitente;72.69;1.99;26.46;1456.01;230;62
14/01/2025 19:00;MCH_01;bomba;intermitente;77.91;2.1;30.02;1466.05;230;63
14/01/2025 20:00;MCH_01;bomba;intermitente;78.39;1.76;28.68;1613.48;231;64
14/01/2025 21:00;MCH_01;bomba;intermitente;77.55;1.19;30.35;1635.81;232;65
14/01/2025 22:00;MCH_01;bomba;intermitente;79.48;1.87;26.59;1338.62;233;66
14/01/2025 23:00;MCH_01;bomba;intermitente;75.79;1.47;30.04;1417.84;234;67
15/01/2025 0:00;MCH_01;bomba;intermitente;76.44;2.07;26.73;1455.34;234;68
15/01/2025 1:00;MCH_01;bomba;intermitente;71.06;1.45;29.89;1510.15;235;69
15/01/2025 2:00;MCH_01;bomba;intermitente;75.13;1.77;26.72;1528.68;235;70
15/01/2025 3:00;MCH_01;bomba;intermitente;73.42;2.03;28.66;1391.08;235;71
15/01/2025 4:00;MCH_01;bomba;intermitente;73.54;1.3;23.8;1441.97;236;72
15/01/2025 5:00;MCH_01;bomba;intermitente;74.0;1.67;29.8;1456.34;237;73
15/01/2025 6:00;MCH_01;bomba;intermitente;80.86;1.24;29.65;1610.59;238;74
15/01/2025 7:00;MCH_01;bomba;intermitente;76.42;1.52;27.96;1535.32;239;75
15/01/2025 8:00;MCH_01;bomba;intermitente;76.57;1.31;25.36;1468.67;239;76
15/01/2025 9:00;MCH_01;bomba;intermitente;70.42;1.2;27.62;1271.74;240;77
15/01/2025 10:00;MCH_01;bomba;intermitente;69.43;1.53;28.23;1534.51;241;78
15/01/2025 11:00;MCH_01;bomba;intermitente;75.9;1.58;30.57;1627.34;242;79
15/01/2025 12:00;MCH_01;bomba;intermitente;75.6;1.63;28.37;1568.7;242;80
15/01/2025 13:00;MCH_01;bomba;intermitente;73.6;1.81;27.2;1404.34;243;81
15/01/2025 14:00;MCH_01;bomba;intermitente;77.7;2.11;28.97;1409.97;244;82
15/01/2025 15:00;MCH_01;bomba;intermitente;79.88;1.67;29.22;1395.79;245;83
15/01/2025 16:00;MCH_01;bomba;intermitente;74.85;1.8;30.37;1610.66;246;84
15/01/2025 17:00;MCH_01;bomba;intermitente;76.9;1.64;29.67;1519.7;247;85
15/01/2025 18:00;MCH_01;bomba;intermitente;76.94;1.66;24.89;1411.18;247;86
15/01/2025 19:00;MCH_01;bomba;intermitente;74.86;1.61;30.32;1518.18;247;87
15/01/2025 20:00;MCH_01;bomba;intermitente;75.11;1.76;26.38;1401.98;247;88
15/01/2025 21:00;MCH_01;bomba;intermitente;79.17;1.62;27.15;1381.92;248;89
15/01/2025 22:00;MCH_01;bomba;intermitente;74.17;1.35;21.91;1503.98;249;90
15/01/2025 23:00;MCH_01;bomba;intermitente;71.84;1.32;25.77;1522.3;250;1
02/01/2025 0:00;MCH_02;motor;continuo;75.49;1.8;26.19;1514.89;1;2
02/01/2025 1:00;MCH_02;motor;continuo;76.74;1.44;28.06;1410.38;2;3
02/01/2025 2:00;MCH_02;motor;continuo;75.79;1.58;26.15;1314.22;3;4
02/01/2025 3:00;MCH_02;motor;continuo;78.03;1.56;29.74;1382.96;4;5
02/01/2025 4:00;MCH_02;motor;continuo;72.53;1.2;27.64;1473.24;5;6
02/01/2025 5:00;MCH_02;motor;continuo;73.37;1.97;26.72;1474.88;6;7
02/01/2025 6:00;MCH_02;motor;continuo;72.35;1.3;27.83;1366.74;7;8
02/01/2025 7:00;MCH_02;motor;continuo;75.27;1.63;30.19;1342.01;8;9
02/01/2025 8:00;MCH_02;motor;continuo;75.5;1.48;24.3;1337.12;9;10
02/01/2025 9:00;MCH_02;motor;continuo;76.42;1.09;27.85;1237.76;10;11
02/01/2025 10:00;MCH_02;motor;continuo;74.69;0.88;26.79;1406.23;11;12
02/01/2025 11:00;MCH_02;motor;continuo;75.37;1.42;25.53;1328.28;12;13
02/01/2025 12:00;MCH_02;motor;continuo;70.16;1.56;28.32;1516.94;13;14
02/01/2025 13:00;MCH_02;motor;continuo;73.5;0.98;27.37;1451.1;14;15
02/01/2025 14:00;MCH_02;motor;continuo;71.51;1.18;28.9;1460.06;15;16
02/01/2025 15:00;MCH_02;motor;continuo;78.4;2.02;24.99;1408.11;16;17
02/01/2025 16:00;MCH_02;motor;continuo;75.37;1.61;30.03;1522.86;17;18
02/01/2025 17:00;MCH_02;motor;continuo;78.42;1.52;26.74;1645.0;18;19
02/01/2025 18:00;MCH_02;motor;continuo;75.46;1.43;25.86;1465.95;19;20
02/01/2025 19:00;MCH_02;motor;continuo;78.01;1.35;27.73;1474.92;20;21
02/01/2025 20:00;MCH_02;motor;continuo;76.42;1.42;27.21;1398.92;21;22
02/01/2025 21:00;MCH_02;motor;continuo;71.68;1.27;26.41;1295.78;22;23
02/01/2025 22:00;MCH_02;motor;continuo;77.98;1.61;28.28;1580.45;23;24
02/01/2025 23:00;MCH_02;motor;continuo;77.15;1.26;30.35;1547.23;24;25
03/01/2025 0:00;MCH_02;motor;continuo;71.65;1.77;27.07;1549.71;25;26
03/01/2025 1:00;MCH_02;motor;continuo;73.99;1.34;27.14;1352.78;26;27
03/01/2025 2:00;MCH_02;motor;continuo;70.56;0.75;25.89;1713.06;27;28
03/01/2025 3:00;MCH_02;motor;continuo;76.43;2.06;27.36;1403.17;28;29
03/01/2025 4:00;MCH_02;motor;continuo;80.15;1.61;26.09;1513.29;29;30
03/01/2025 5:00;MCH_02;motor;continuo;78.75;1.07;28.93;1313.83;30;31
03/01/2025 6:00;MCH_02;motor;continuo;78.59;1.57;29.26;1428.26;31;32
03/01/2025 7:00;MCH_02;motor;continuo;69.66;1.37;29.86;1649.36;32;33
03/01/2025 8:00;MCH_02;motor;continuo;75.85;1.29;29.07;1533.99;33;34
03/01/2025 9:00;MCH_02;motor;continuo;75.4;1.52;28.43;1454.36;34;35
03/01/2025 10:00;MCH_02;motor;continuo;75.89;2.05;23.93;1426.15;35;36
03/01/2025 11:00;MCH_02;motor;continuo;72.2;1.85;27.72;1505.97;36;37
03/01/2025 12:00;MCH_02;motor;continuo;79.28;1.18;26.94;1582.41;37;38
03/01/2025 13:00;MCH_02;motor;continuo;71.64;1.35;24.8;1586.34;38;39
03/01/2025 14:00;MCH_02;motor;continuo;73.26;1.61;29.35;1369.68;39;40
03/01/2025 15:00;MCH_02;motor;continuo;69.29;1.43;27.53;1443.95;40;41
03/01/2025 16:00;MCH_02;motor;continuo;74.84;1.35;26.92;1479.77;41;42
03/01/2025 17:00;MCH_02;motor;continuo;72.53;1.47;26.87;1479.56;42;43
03/01/2025 18:00;MCH_02;motor;continuo;78.33;1.84;30.58;1416.59;43;44
03/01/2025 19:00;MCH_02;motor;continuo;74.25;1.12;27.31;1419.32;44;45
03/01/2025 20:00;MCH_02;motor;continuo;73.15;1.31;24.6;1315.81;45;46
03/01/2025 21:00;MCH_02;motor;continuo;75.13;1.52;28.97;1424.11;46;47
03/01/2025 22:00;MCH_02;motor;continuo;75.03;1.88;27.89;1386.79;47;48
03/01/2025 23:00;MCH_02;motor;continuo;71.43;1.74;24.59;1366.16;48;49
04/01/2025 0:00;MCH_02;motor;continuo;76.26;0.93;26.77;1462.92;49;50
04/01/2025 1:00;MCH_02;motor;continuo;73.85;1.21;26.81;1531.7;50;51
04/01/2025 2:00;MCH_02;motor;continuo;80.49;1.54;24.02;1506.81;51;52
04/01/2025 3:00;MCH_02;motor;continuo;73.81;1.17;26.4;1374.22;52;53
04/01/2025 4:00;MCH_02;motor;continuo;70.77;1.48;31.66;1340.08;53;54
04/01/2025 5:00;MCH_02;motor;continuo;80.39;1.56;27.81;1417.8;54;55
04/01/2025 6:00;MCH_02;motor;continuo;72.58;1.59;29.04;1207.49;55;56
04/01/2025 7:00;MCH_02;motor;continuo;82.63;0.96;26.96;1194.17;56;57
04/01/2025 8:00;MCH_02;motor;continuo;74.2;1.36;26.98;1480.43;57;58
04/01/2025 9:00;MCH_02;motor;continuo;74.27;1.66;25.53;1457.74;58;59
04/01/2025 10:00;MCH_02;motor;continuo;73.1;1.39;28.54;1399.57;59;60
04/01/2025 11:00;MCH_02;motor;continuo;74.68;1.15;30.19;1522.84;60;61
04/01/2025 12:00;MCH_02;motor;continuo;75.3;1.43;27.79;1557.4;61;62
04/01/2025 13:00;MCH_02;motor;continuo;76.97;1.83;27.32;1498.34;62;63
04/01/2025 14:00;MCH_02;motor;continuo;78.57;1.22;26.02;1477.52;63;64
04/01/2025 15:00;MCH_02;motor;continuo;71.3;0.96;30.35;1584.89;64;65
04/01/2025 16:00;MCH_02;motor;continuo;71.46;1.07;26.69;1575.28;65;66
04/01/2025 17:00;MCH_02;motor;continuo;73.77;1.53;28.65;1467.38;66;67
04/01/2025 18:00;MCH_02;motor;continuo;79.48;1.28;27.8;1473.24;67;68
04/01/2025 19:00;MCH_02;motor;continuo;74.85;1.13;25.05;1300.65;68;69
04/01/2025 20:00;MCH_02;motor;continuo;77.18;1.25;28.94;1458.67;69;70
04/01/2025 21:00;MCH_02;motor;continuo;72.08;1.22;28.27;1457.77;70;71
04/01/2025 22:00;MCH_02;motor;continuo;76.48;1.36;26.31;1460.99;71;72
04/01/2025 23:00;MCH_02;motor;continuo;79.26;0.94;26.4;1509.04;72;73
05/01/2025 0:00;MCH_02;motor;continuo;75.65;1.68;27.14;1288.81;73;74
05/01/2025 1:00;MCH_02;motor;continuo;80.01;1.83;27.95;1365.83;74;75
05/01/2025 2:00;MCH_02;motor;continuo;73.53;1.57;27.5;1448.55;75;76
05/01/2025 3:00;MCH_02;motor;continuo;79.83;1.78;25.66;1457.69;76;77
05/01/2025 4:00;MCH_02;motor;continuo;73.44;1.59;27.87;1746.77;77;78
05/01/2025 5:00;MCH_02;motor;continuo;76.29;1.46;31.69;1470.55;78;79
05/01/2025 6:00;MCH_02;motor;continuo;70.44;1.46;29.23;1498.45;79;80
05/01/2025 7:00;MCH_02;motor;continuo;78.02;1.55;28.17;1309.75;80;81
05/01/2025 8:00;MCH_02;motor;continuo;79.59;1.41;26.04;1712.79;81;82
05/01/2025 9:00;MCH_02;motor;continuo;80.04;1.37;24.24;1378.15;82;83
05/01/2025 10:00;MCH_02;motor;continuo;79.74;1.55;25.3;1528.4;83;84
05/01/2025 11:00;MCH_02;motor;continuo;74.37;1.31;26.85;1580.64;84;85
05/01/2025 12:00;MCH_02;motor;continuo;76.64;1.05;28.73;1460.76;85;86
05/01/2025 13:00;MCH_02;motor;continuo;73.74;1.39;26.27;1383.75;86;87
05/01/2025 14:00;MCH_02;motor;continuo;75.87;1.42;29.09;1371.5;87;88
05/01/2025 15:00;MCH_02;motor;continuo;77.12;1.89;27.99;1502.06;88;89
05/01/2025 16:00;MCH_02;motor;continuo;76.68;1.35;29.13;1223.16;89;90
05/01/2025 17:00;MCH_02;motor;continuo;67.0;1.4;29.27;1441.49;90;1
05/01/2025 18:00;MCH_02;motor;continuo;77.24;1.14;29.77;1612.88;91;2
05/01/2025 19:00;MCH_02;motor;continuo;72.91;1.73;28.05;1494.18;92;3
05/01/2025 20:00;MCH_02;motor;continuo;79.88;1.6;29.53;1323.7;93;4
05/01/2025 21:00;MCH_02;motor;continuo;77.2;1.98;26.15;1417.7;94;5
05/01/2025 22:00;MCH_02;motor;continuo;77.06;1.63;25.28;1466.49;95;6
05/01/2025 23:00;MCH_02;motor;continuo;74.0;1.21;30.71;1450.55;96;7
06/01/2025 0:00;MCH_02;motor;continuo;77.95;1.15;29.18;1556.17;97;8
06/01/2025 1:00;MCH_02;motor;continuo;74.27;1.35;25.39;1363.19;98;9
06/01/2025 2:00;MCH_02;motor;continuo;73.64;1.21;26.46;1465.81;99;10
06/01/2025 3:00;MCH_02;motor;continuo;75.83;1.83;26.48;1452.32;100;11
06/01/2025 4:00;MCH_02;motor;continuo;73.75;1.35;27.37;1430.38;101;12
06/01/2025 5:00;MCH_02;motor;continuo;75.75;1.4;30.45;1279.56;102;13
06/01/2025 6:00;MCH_02;motor;continuo;78.16;1.39;27.62;1449.04;103;14
06/01/2025 7:00;MCH_02;motor;continuo;77.12;1.24;26.69;1500.06;104;15
06/01/2025 8:00;MCH_02;motor;continuo;69.91;1.49;26.4;1349.18;105;16
06/01/2025 9:00;MCH_02;motor;continuo;70.08;1.73;28.32;1382.77;106;17
06/01/2025 10:00;MCH_02;motor;continuo;74.51;1.17;26.93;1430.17;107;18
06/01/2025 11:00;MCH_02;motor;continuo;75.19;1.62;24.39;1489.52;108;19
06/01/2025 12:00;MCH_02;motor;continuo;69.82;1.63;27.57;1559.15;109;20
06/01/2025 13:00;MCH_02;motor;continuo;72.98;1.73;25.67;1460.59;110;21
06/01/2025 14:00;MCH_02;motor;continuo;68.89;1.76;31.45;1380.18;111;22
06/01/2025 15:00;MCH_02;motor;continuo;75.37;1.63;24.9;1375.09;112;23
06/01/2025 16:00;MCH_02;motor;continuo;72.57;2.22;30.09;1428.29;113;24
06/01/2025 17:00;MCH_02;motor;continuo;77.34;1.56;29.19;1344.65;114;25
06/01/2025 18:00;MCH_02;motor;continuo;79.12;1.27;26.57;1509.02;115;26
06/01/2025 19:00;MCH_02;motor;continuo;76.04;1.51;29.68;1333.89;116;27
06/01/2025 20:00;MCH_02;motor;continuo;80.53;1.35;27.82;1635.98;117;28
06/01/2025 21:00;MCH_02;motor;continuo;72.87;1.81;27.57;1365.82;118;29
06/01/2025 22:00;MCH_02;motor;continuo;73.85;1.67;30.03;1472.56;119;30
06/01/2025 23:00;MCH_02;motor;continuo;70.21;1.69;27.72;1339.75;120;31
07/01/2025 0:00;MCH_02;motor;continuo;76.04;1.84;28.01;1542.33;121;32
07/01/2025 1:00;MCH_02;motor;continuo;76.39;1.64;27.39;1531.87;122;33
07/01/2025 2:00;MCH_02;motor;continuo;77.74;1.74;27.37;1548.51;123;34
07/01/2025 3:00;MCH_02;motor;continuo;76.16;1.21;27.24;1396.96;124;35
07/01/2025 4:00;MCH_02;motor;continuo;69.04;1.8;34.2;1570.83;125;36
07/01/2025 5:00;MCH_02;motor;continuo;75.49;1.35;26.15;1465.06;126;37
07/01/2025 6:00;MCH_02;motor;continuo;77.9;1.3;33.13;1311.6;127;38
07/01/2025 7:00;MCH_02;motor;continuo;75.67;1.52;28.01;1393.11;128;39
07/01/2025 8:00;MCH_02;motor;continuo;75.25;1.37;30.58;1612.08;129;40
07/01/2025 9:00;MCH_02;motor;continuo;73.83;1.01;28.64;1478.16;130;41
07/01/2025 10:00;MCH_02;motor;continuo;75.32;1.66;30.76;1533.3;131;42
07/01/2025 11:00;MCH_02;motor;continuo;76.59;1.73;28.5;1355.46;132;43
07/01/2025 12:00;MCH_02;motor;continuo;79.35;1.53;26.11;1337.2;133;44
07/01/2025 13:00;MCH_02;motor;continuo;72.25;1.13;29.34;1432.49;134;45
07/01/2025 14:00;MCH_02;motor;continuo;77.33;1.85;29.82;1513.4;135;46
07/01/2025 15:00;MCH_02;motor;continuo;75.86;1.44;27.75;1508.44;136;47
07/01/2025 16:00;MCH_02;motor;continuo;72.12;1.48;26.51;1567.3;137;48
07/01/2025 17:00;MCH_02;motor;continuo;77.15;2.14;26.48;1384.95;138;49
07/01/2025 18:00;MCH_02;motor;continuo;75.17;1.28;29.08;1444.9;139;50
07/01/2025 19:00;MCH_02;motor;continuo;73.53;1.83;24.3;1504.21;140;51
07/01/2025 20:00;MCH_02;motor;continuo;73.35;1.75;30.11;1222.36;141;52
07/01/2025 21:00;MCH_02;motor;continuo;74.37;1.52;23.28;1472.78;142;53
07/01/2025 22:00;MCH_02;motor;continuo;73.42;1.14;26.7;1367.67;143;54
07/01/2025 23:00;MCH_02;motor;continuo;73.29;1.56;29.96;1442.22;144;55
08/01/2025 0:00;MCH_02;motor;continuo;78.31;1.19;28.31;1660.66;145;56
08/01/2025 1:00;MCH_02;motor;continuo;70.23;1.01;30.56;1472.05;146;57
08/01/2025 2:00;MCH_02;motor;continuo;73.2;1.16;27.93;1463.36;147;58
08/01/2025 3:00;MCH_02;motor;continuo;75.42;1.16;27.33;1393.19;148;59
08/01/2025 4:00;MCH_02;motor;continuo;76.94;1.18;28.15;1713.42;149;60
08/01/2025 5:00;MCH_02;motor;continuo;71.55;1.28;27.81;1155.77;150;61
08/01/2025 6:00;MCH_02;motor;continuo;70.72;1.59;27.65;1555.47;151;62
08/01/2025 7:00;MCH_02;motor;continuo;74.29;1.4;26.59;1415.72;152;63
08/01/2025 8:00;MCH_02;motor;continuo;71.37;1.46;26.06;1328.92;153;64
08/01/2025 9:00;MCH_02;motor;continuo;73.08;1.64;28.28;1516.76;154;65
08/01/2025 10:00;MCH_02;motor;continuo;72.23;1.5;31.4;1589.75;155;66
08/01/2025 11:00;MCH_02;motor;continuo;71.18;1.2;31.39;1495.16;156;67
08/01/2025 12:00;MCH_02;motor;continuo;74.43;1.41;28.45;1474.0;157;68
08/01/2025 13:00;MCH_02;motor;continuo;73.4;1.45;26.86;1466.87;158;69
08/01/2025 14:00;MCH_02;motor;continuo;72.79;1.12;30.95;1443.04;159;70
08/01/2025 15:00;MCH_02;motor;continuo;80.09;0.92;25.1;1496.68;160;71
08/01/2025 16:00;MCH_02;motor;continuo;74.79;1.15;30.27;1363.01;161;72
08/01/2025 17:00;MCH_02;motor;continuo;78.6;1.48;25.86;1383.13;162;73
08/01/2025 18:00;MCH_02;motor;continuo;79.12;1.41;29.94;1590.04;163;74
08/01/2025 19:00;MCH_02;motor;continuo;74.76;1.43;27.19;1485.21;164;75
08/01/2025 20:00;MCH_02;motor;continuo;79.52;1.13;28.44;1467.59;165;76
08/01/2025 21:00;MCH_02;motor;continuo;69.59;1.23;26.63;1526.4;166;77
08/01/2025 22:00;MCH_02;motor;continuo;77.82;0.94;29.28;1500.99;167;78
08/01/2025 23:00;MCH_02;motor;continuo;76.74;1.55;29.9;1567.15;168;79
09/01/2025 0:00;MCH_02;motor;continuo;70.1;1.49;27.49;1392.73;169;80
09/01/2025 1:00;MCH_02;motor;continuo;73.64;1.56;25.41;1517.06;170;81
09/01/2025 2:00;MCH_02;motor;continuo;73.89;1.76;26.76;1382.59;171;82
09/01/2025 3:00;MCH_02;motor;continuo;72.16;1.32;26.4;1493.47;172;83
09/01/2025 4:00;MCH_02;motor;continuo;78.14;1.62;27.85;1498.69;173;84
09/01/2025 5:00;MCH_02;motor;continuo;74.89;1.51;27.39;1533.66;174;85
09/01/2025 6:00;MCH_02;motor;continuo;67.3;0.86;30.05;1430.35;175;86
09/01/2025 7:00;MCH_02;motor;continuo;77.75;1.32;31.35;1436.35;176;87
09/01/2025 8:00;MCH_02;motor;continuo;76.35;1.37;26.21;1275.91;177;88
09/01/2025 9:00;MCH_02;motor;continuo;77.36;1.62;28.19;1336.14;178;89
09/01/2025 10:00;MCH_02;motor;continuo;79.25;1.53;29.41;1449.7;179;90
09/01/2025 11:00;MCH_02;motor;continuo;71.73;1.8;28.9;1431.86;180;1
09/01/2025 12:00;MCH_02;motor;continuo;76.3;1.75;29.32;1278.87;181;2
09/01/2025 13:00;MCH_02;motor;continuo;70.53;1.72;26.61;1345.14;182;3
09/01/2025 14:00;MCH_02;motor;continuo;76.12;1.18;27.04;1535.23;183;4
09/01/2025 15:00;MCH_02;motor;continuo;70.46;1.09;24.78;1363.88;184;5
09/01/2025 16:00;MCH_02;motor;continuo;75.25;1.31;31.01;1495.53;185;6
09/01/2025 17:00;MCH_02;motor;continuo;74.94;1.88;25.34;1536.66;186;7
09/01/2025 18:00;MCH_02;motor;continuo;74.29;1.36;29.22;1408.75;187;8
09/01/2025 19:00;MCH_02;motor;continuo;75.55;1.47;28.61;1399.29;188;9
09/01/2025 20:00;MCH_02;motor;continuo;77.78;0.89;29.28;1260.88;189;10
09/01/2025 21:00;MCH_02;motor;continuo;72.74;1.66;23.97;1466.65;190;11
09/01/2025 22:00;MCH_02;motor;continuo;70.89;1.21;25.97;1315.67;191;12
09/01/2025 23:00;MCH_02;motor;continuo;69.81;2.12;27.64;1326.26;192;13
10/01/2025 0:00;MCH_02;motor;continuo;73.31;1.51;27.24;1323.32;193;14
10/01/2025 1:00;MCH_02;motor;continuo;72.3;1.86;25.19;1250.3;194;15
10/01/2025 2:00;MCH_02;motor;continuo;73.84;0.92;26.18;1324.81;195;16
10/01/2025 3:00;MCH_02;motor;continuo;71.27;1.52;28.51;1369.41;196;17
10/01/2025 4:00;MCH_02;motor;continuo;74.72;1.24;28.8;1302.23;197;18
10/01/2025 5:00;MCH_02;motor;continuo;75.5;1.57;32.67;1274.56;198;19
10/01/2025 6:00;MCH_02;motor;continuo;82.97;1.73;31.65;1540.53;199;20
10/01/2025 7:00;MCH_02;motor;continuo;72.17;1.7;26.67;1441.19;200;21
10/01/2025 8:00;MCH_02;motor;continuo;71.48;1.3;29.79;1493.8;201;22
10/01/2025 9:00;MCH_02;motor;continuo;78.07;1.08;24.26;1560.17;202;23
10/01/2025 10:00;MCH_02;motor;continuo;78.08;1.56;28.84;1536.5;203;24
10/01/2025 11:00;MCH_02;motor;continuo;75.54;1.66;29.63;1440.65;204;25
10/01/2025 12:00;MCH_02;motor;continuo;73.96;1.61;32.53;1365.23;205;26
10/01/2025 13:00;MCH_02;motor;continuo;73.71;0.97;28.87;1397.01;206;27
10/01/2025 14:00;MCH_02;motor;continuo;70.8;1.48;30.99;1414.8;207;28
10/01/2025 15:00;MCH_02;motor;continuo;74.22;1.94;27.99;1329.24;208;29
10/01/2025 16:00;MCH_02;motor;continuo;77.07;1.84;27.6;1463.05;209;30
10/01/2025 17:00;MCH_02;motor;continuo;71.07;1.24;27.33;1457.69;210;31
10/01/2025 18:00;MCH_02;motor;continuo;73.14;1.39;27.75;1350.2;211;32
10/01/2025 19:00;MCH_02;motor;continuo;74.19;1.85;26.81;1359.91;212;33
10/01/2025 20:00;MCH_02;motor;continuo;81.26;1.57;26.45;1514.35;213;34
10/01/2025 21:00;MCH_02;motor;continuo;75.77;1.33;27.9;1420.86;214;35
10/01/2025 22:00;MCH_02;motor;continuo;77.97;1.7;23.71;1640.29;215;36
10/01/2025 23:00;MCH_02;motor;continuo;74.14;2.02;29.43;1474.82;216;37
11/01/2025 0:00;MCH_02;motor;continuo;74.72;2.33;27.46;1382.87;217;38
11/01/2025 1:00;MCH_02;motor;continuo;73.26;1.5;28.0;1550.4;218;39
11/01/2025 2:00;MCH_02;motor;continuo;77.27;1.73;27.54;1517.65;219;40
11/01/2025 3:00;MCH_02;motor;continuo;77.34;1.48;28.56;1528.0;220;41
11/01/2025 4:00;MCH_02;motor;continuo;75.63;1.59;30.81;1471.9;221;42
11/01/2025 5:00;MCH_02;motor;continuo;73.18;1.1;28.23;1416.85;222;43
11/01/2025 6:00;MCH_02;motor;continuo;77.42;1.97;25.94;1361.42;223;44
11/01/2025 7:00;MCH_02;motor;continuo;74.93;1.26;27.56;1396.38;224;45
11/01/2025 8:00;MCH_02;motor;continuo;71.98;1.75;28.15;1633.04;225;46
11/01/2025 9:00;MCH_02;motor;continuo;76.08;1.89;26.54;1375.88;226;47
11/01/2025 10:00;MCH_02;motor;continuo;81.66;1.32;26.1;1332.88;227;48
11/01/2025 11:00;MCH_02;motor;continuo;80.75;1.42;28.81;1465.14;228;49
11/01/2025 12:00;MCH_02;motor;continuo;72.83;1.41;29.69;1327.41;229;50
11/01/2025 13:00;MCH_02;motor;continuo;77.02;1.93;28.58;1583.34;230;51
11/01/2025 14:00;MCH_02;motor;continuo;70.89;0.95;28.49;1391.37;231;52
11/01/2025 15:00;MCH_02;motor;continuo;77.64;1.41;28.29;1458.1;232;53
11/01/2025 16:00;MCH_02;motor;continuo;75.34;1.34;25.27;1428.08;233;54
11/01/2025 17:00;MCH_02;motor;continuo;79.35;1.32;26.77;1465.76;234;55
11/01/2025 18:00;MCH_02;motor;continuo;71.47;1.8;25.84;1421.07;235;56
11/01/2025 19:00;MCH_02;motor;continuo;82.62;1.16;30.94;1462.12;236;57
11/01/2025 20:00;MCH_02;motor;continuo;75.79;1.26;29.6;1413.41;237;58
11/01/2025 21:00;MCH_02;motor;continuo;71.56;1.94;27.23;1264.06;238;59
11/01/2025 22:00;MCH_02;motor;continuo;74.19;1.74;29.3;1385.91;239;60
11/01/2025 23:00;MCH_02;motor;continuo;72.07;1.09;27.95;1465.1;240;61
